id,type,level,keyword,meaning,example_1,translation_1,example_2,translation_2,
1790,vocabulary,TOPIK II,동질적,homogeneous,동질적인 집단입니다,It is a homogeneous group,사회가 점점 동질적으로 변하고 있어요,Society is becoming increasingly homogeneous,
1791,vocabulary,TOPIK II,명확성,clarity,설명의 명확성이 중요합니다,Clarity of explanation is important,명확성을 높이기 위해 수정했어요,We revised it to improve clarity,
1792,vocabulary,TOPIK II,모순되다,to contradict,결과가 서로 모순됩니다,The results contradict each other,행동과 가치관이 모순됐어요,The actions contradicted the values,
1793,vocabulary,TOPIK II,묘사되다,to be depicted,현실이 사실적으로 묘사됐어요,Reality was depicted realistically,감정이 섬세하게 묘사되었습니다,The emotions were delicately portrayed,
1794,vocabulary,TOPIK II,반발심,resistance/rebellious feeling,강한 반발심이 나타났어요,Strong resistance appeared,사람들의 반발심을 줄여야 합니다,We should reduce people's resistance,
1795,vocabulary,TOPIK II,발전방향,direction of development,미래 발전방향을 논의했습니다,We discussed the future direction of development,회사의 발전방향이 바뀌었어요,The company's direction of development changed,
1796,vocabulary,TOPIK II,배경지식,background knowledge,배경지식이 필요합니다,Background knowledge is necessary,배경지식을 쌓기 위해 책을 읽었어요,I read books to build background knowledge,
1797,vocabulary,TOPIK II,변수,variable,예상하지 못한 변수가 생겼어요,An unexpected variable appeared,경제 변수의 영향을 받았습니다,We were affected by economic variables,
1798,vocabulary,TOPIK II,보편가치,universal value,자유는 중요한 보편가치입니다,Freedom is an important universal value,보편가치를 존중해야 합니다,We should respect universal values,
1799,vocabulary,TOPIK II,부정적이다,to be negative,부정적인 결과가 나타났어요,Negative results appeared,그 정책에 대해 부정적으로 평가했어요,They evaluated the policy negatively,
1800,vocabulary,TOPIK II,분석적,analytical,분석적인 사고가 필요합니다,Analytical thinking is necessary,그 학생은 매우 분석적입니다,That student is very analytical,
1801,vocabulary,TOPIK II,비판의식,critical awareness,비판의식을 가져야 합니다,We should have critical awareness,비판의식이 부족하다는 평가를 받았어요,I was evaluated as lacking critical awareness,
1802,vocabulary,TOPIK II,사회구조,social structure,사회구조가 빠르게 변하고 있습니다,Social structures are changing rapidly,사회구조의 문제를 분석했어요,We analyzed problems in the social structure,
1803,vocabulary,TOPIK II,상징화되다,to become symbolized,그 사건이 자유의 상징으로 상징화됐어요,The event became symbolized as freedom,문화가 상징화되었습니다,The culture became symbolized,
1804,vocabulary,TOPIK II,설득력있다,to be persuasive,설득력있는 주장입니다,It is a persuasive argument,발표가 매우 설득력있었어요,The presentation was very persuasive,
1805,vocabulary,TOPIK II,수용가능성,acceptability,정책의 수용가능성을 고려해야 합니다,We should consider the acceptability of the policy,사회적 수용가능성이 낮아요,Social acceptability is low,
1806,vocabulary,TOPIK II,심층적,in-depth,심층적인 분석이 필요합니다,In-depth analysis is necessary,문제를 심층적으로 다뤘어요,We dealt with the issue in depth,
1807,vocabulary,TOPIK II,암묵적이다,to be implicit,암묵적인 합의가 존재합니다,An implicit agreement exists,규칙이 암묵적으로 정해졌어요,The rules were decided implicitly,
1808,vocabulary,TOPIK II,양상,aspect/pattern,사회 변화의 양상이 달라졌어요,The pattern of social change changed,다양한 양상이 나타났습니다,Various aspects appeared,
1809,vocabulary,TOPIK II,연관성,relevance/connection,두 사건의 연관성을 분석했습니다,We analyzed the connection between the two events,연관성이 낮다는 결과가 나왔어요,The results showed low relevance,
1810,vocabulary,TOPIK II,왜곡현상,distortion phenomenon,정보 왜곡현상이 심각합니다,Information distortion phenomena are serious,SNS에서 왜곡현상이 나타났어요,Distortion phenomena appeared on social media,
1811,vocabulary,TOPIK II,유동적,fluid/flexible,상황이 매우 유동적입니다,The situation is very fluid,유동적인 사고가 필요해요,Flexible thinking is necessary,
1812,vocabulary,TOPIK II,의미전달,conveying meaning,의미전달이 중요합니다,Conveying meaning is important,작품의 의미전달이 뛰어났어요,The work conveyed meaning excellently,
1813,vocabulary,TOPIK II,인과관계,causal relationship,인과관계를 분석했습니다,We analyzed the causal relationship,두 사건 사이의 인과관계가 분명해요,The causal relationship between the two events is clear,
1814,vocabulary,TOPIK II,재평가되다,to be reevaluated,전통 문화가 재평가되고 있습니다,Traditional culture is being reevaluated,그 작가의 작품이 다시 재평가됐어요,The writer's works were reevaluated,
1815,vocabulary,TOPIK II,전반적,overall,전반적인 분위기가 좋았습니다,The overall atmosphere was good,전반적인 흐름을 이해해야 해요,We should understand the overall flow,
1816,vocabulary,TOPIK II,정서불안,emotional instability,청소년 정서불안 문제가 커지고 있습니다,Teen emotional instability problems are increasing,정서불안을 겪는 사람이 많아요,Many people experience emotional instability,
1817,vocabulary,TOPIK II,조정되다,to be adjusted,일정이 조정됐어요,The schedule was adjusted,규칙이 새롭게 조정되었습니다,The rules were newly adjusted,
1818,vocabulary,TOPIK II,중장기적,mid- to long-term,중장기적인 계획이 필요합니다,A mid- to long-term plan is necessary,중장기적 관점에서 생각해야 해요,We should think from a mid- to long-term perspective,
1819,vocabulary,TOPIK II,지속가능성,sustainability,환경 정책의 지속가능성이 중요합니다,The sustainability of environmental policy is important,지속가능성을 고려한 개발입니다,It is development considering sustainability,
1820,vocabulary,TOPIK II,파생되다,to be derived,새로운 문제가 파생됐어요,A new problem was derived,이 단어는 라틴어에서 파생되었습니다,This word was derived from Latin,
1821,vocabulary,TOPIK II,가속화되다,to be accelerated,세계화가 더욱 가속화되고 있습니다,Globalization is accelerating further,디지털 전환이 가속화됐어요,The digital transition accelerated,
1822,vocabulary,TOPIK II,가정적,hypothetical,가정적인 상황을 생각해 봅시다,Let us think about a hypothetical situation,가정적인 예시를 들었어요,I gave a hypothetical example,
1823,vocabulary,TOPIK II,간과되다,to be overlooked,중요한 문제가 간과됐습니다,An important issue was overlooked,세부 사항이 쉽게 간과돼요,Details are easily overlooked,
1824,vocabulary,TOPIK II,감정이입,empathy/emotional immersion,주인공에게 감정이입을 했어요,I emotionally related to the main character,감정이입이 잘 되는 영화였습니다,It was a movie easy to empathize with,
1825,vocabulary,TOPIK II,개선점,point for improvement,여러 개선점이 발견됐어요,Several points for improvement were found,개선점을 정리해 보았습니다,I organized the points for improvement,
1826,vocabulary,TOPIK II,거시적관점,macroscopic perspective,거시적관점에서 분석해야 합니다,We should analyze from a macro perspective,경제를 거시적관점으로 바라봤어요,We viewed the economy from a macro perspective,
1827,vocabulary,TOPIK II,경쟁구도,competitive structure,시장 경쟁구도가 치열합니다,The market competition structure is fierce,새로운 경쟁구도가 형성됐어요,A new competitive structure formed,
1828,vocabulary,TOPIK II,고립되다,to become isolated,노인이 사회에서 고립되고 있습니다,Elderly people are becoming isolated from society,혼자 지내면 쉽게 고립돼요,"If you live alone, you easily become isolated",
1829,vocabulary,TOPIK II,공공질서,public order,공공질서를 지켜야 합니다,We should maintain public order,공공질서 문제가 발생했어요,A public order problem occurred,
1830,vocabulary,TOPIK II,과소평가되다,to be underestimated,위험성이 과소평가됐습니다,The danger was underestimated,그의 능력이 과소평가되었어요,His ability was underestimated,
1831,vocabulary,TOPIK II,관념적,abstract/conceptual,관념적인 설명만으로는 부족합니다,Abstract explanations alone are insufficient,너무 관념적인 접근입니다,It is too conceptual an approach,
1832,vocabulary,TOPIK II,구체화하다,to materialize/concretize,아이디어를 구체화하고 있습니다,We are concretizing the idea,계획을 더욱 구체화했어요,We made the plan more concrete,
1833,vocabulary,TOPIK II,규범화되다,to become standardized,사회 규칙이 규범화됐어요,Social rules became standardized,행동 양식이 규범화되었습니다,Behavior patterns became standardized,
1834,vocabulary,TOPIK II,기인되다,to be caused by,문제가 환경 요인에 기인됐어요,The problem was caused by environmental factors,갈등이 오해에 기인되었습니다,The conflict was caused by misunderstanding,
1835,vocabulary,TOPIK II,내면적갈등,internal conflict,내면적갈등을 겪고 있습니다,I am experiencing internal conflict,작품 속 인물의 내면적갈등이 인상적이었어요,The character's internal conflict was impressive,
1836,vocabulary,TOPIK II,논리전개력,logical development skill,논리전개력이 뛰어납니다,They have excellent logical development skills,논리전개력을 키우고 싶어요,I want to improve my logical organization skills,
1837,vocabulary,TOPIK II,단기성과,short-term result,단기성과에만 집중하면 안 됩니다,We should not focus only on short-term results,기업들이 단기성과를 추구하고 있어요,Companies are pursuing short-term results,
1838,vocabulary,TOPIK II,대조되다,to contrast,두 문화가 뚜렷하게 대조됩니다,The two cultures contrast clearly,결과가 이전과 대조됐어요,The results contrasted with the previous ones,
1839,vocabulary,TOPIK II,도식적,schematic/simple,도식적인 설명이었습니다,It was a schematic explanation,문제를 너무 도식적으로 바라봤어요,We viewed the issue too simplistically,
1840,vocabulary,TOPIK II,동조현상,bandwagon phenomenon,온라인에서 동조현상이 나타났어요,A bandwagon phenomenon appeared online,동조현상이 사회 문제로 이어졌습니다,The bandwagon phenomenon led to social problems,
1841,vocabulary,TOPIK II,명분,justification/cause,명분이 부족한 행동입니다,It is an action lacking justification,충분한 명분이 필요해요,A sufficient justification is needed,
1842,vocabulary,TOPIK II,모순점,contradictory point,정책의 모순점이 드러났어요,The contradictions in the policy were revealed,모순점을 해결해야 합니다,We need to resolve the contradictions,
1843,vocabulary,TOPIK II,묵시적,implicit,묵시적인 동의가 있었습니다,There was implicit agreement,묵시적인 규칙을 따랐어요,We followed implicit rules,
1844,vocabulary,TOPIK II,반론제기,raising objections,반론제기가 이어졌습니다,Objections continued to be raised,학생들이 적극적으로 반론제기를 했어요,Students actively raised objections,
1845,vocabulary,TOPIK II,발전가능성,potential for development,발전가능성이 높은 산업입니다,It is an industry with high growth potential,그 아이는 발전가능성이 커요,That child has great potential,
1846,vocabulary,TOPIK II,배경요인,background factor,경제적 배경요인이 작용했습니다,Economic background factors played a role,다양한 배경요인을 고려해야 해요,We should consider various background factors,
1847,vocabulary,TOPIK II,변질되다,to deteriorate/be altered,문화의 의미가 변질됐어요,The meaning of the culture deteriorated,원래 목적이 변질되었습니다,The original purpose was altered,
1848,vocabulary,TOPIK II,보편화하다,to universalize/spread,기술을 대중화하고 보편화했습니다,We popularized and universalized the technology,새 문화가 빠르게 보편화됐어요,The new culture quickly spread widely,
1849,vocabulary,TOPIK II,부정적영향,negative influence,게임이 부정적영향을 줄 수 있습니다,Games can have negative influences,SNS의 부정적영향이 커지고 있어요,The negative influence of social media is growing,
1850,vocabulary,TOPIK II,분석력,analytical ability,분석력이 뛰어난 학생입니다,The student has excellent analytical ability,분석력을 키우는 훈련이 필요해요,Training to improve analytical ability is necessary,
1851,vocabulary,TOPIK II,비판의식,critical awareness,비판의식을 갖춰야 합니다,We should have critical awareness,비판의식 없는 태도는 위험합니다,An attitude without critical awareness is dangerous,
1852,vocabulary,TOPIK II,사회적거리감,social distance,세대 간 사회적거리감이 존재합니다,There is social distance between generations,사회적거리감이 점점 커지고 있어요,Social distance is gradually increasing,
1853,vocabulary,TOPIK II,상징성,symbolism,그 건물은 상징성이 큽니다,That building has strong symbolism,상징성이 담긴 작품입니다,It is a work containing symbolism,
1854,vocabulary,TOPIK II,설득과정,process of persuasion,설득과정이 쉽지 않았어요,The process of persuasion was not easy,긴 설득과정을 거쳤습니다,We went through a long persuasion process,
1855,vocabulary,TOPIK II,수용태도,accepting attitude,수용태도가 중요합니다,An accepting attitude is important,새 문화를 받아들이는 수용태도가 필요해요,An accepting attitude toward new cultures is needed,
1856,vocabulary,TOPIK II,심층분석,in-depth analysis,심층분석이 필요합니다,In-depth analysis is necessary,문제를 심층분석해 보았어요,We analyzed the issue in depth,
1857,vocabulary,TOPIK II,암묵적규칙,implicit rule,조직에는 암묵적규칙이 존재합니다,Implicit rules exist in organizations,암묵적규칙을 따르는 분위기였어요,It was an atmosphere of following implicit rules,
1858,vocabulary,TOPIK II,양면적,double-sided,인터넷은 양면적인 특성이 있습니다,The internet has double-sided characteristics,양면적으로 바라볼 필요가 있어요,We need to view it from both sides,
1859,vocabulary,TOPIK II,연계성,connectivity/linkage,산업 간 연계성이 강화됐어요,Connectivity between industries strengthened,연계성을 고려한 정책입니다,It is a policy considering linkage,
1860,vocabulary,TOPIK II,왜곡현상,distortion phenomenon,정보 왜곡현상이 심화되고 있습니다,Information distortion phenomena are intensifying,SNS에서 왜곡현상이 자주 발생해요,Distortion phenomena often occur on social media,
1861,vocabulary,TOPIK II,유동성,liquidity/fluidity,경제의 유동성이 부족합니다,The economy lacks liquidity,상황의 유동성이 큽니다,The situation is highly fluid,
1862,vocabulary,TOPIK II,의사소통방식,communication method,효율적인 의사소통방식이 필요합니다,An efficient communication method is necessary,세대별 의사소통방식이 달라요,Communication styles differ by generation,
1863,vocabulary,TOPIK II,인지도,recognition/fame,브랜드 인지도가 높습니다,The brand recognition is high,인지도를 높이기 위해 광고했어요,We advertised to raise recognition,
1864,vocabulary,TOPIK II,재구성하다,to reconstruct,기존 체계를 재구성했습니다,We reconstructed the existing system,이야기를 새롭게 재구성했어요,We reconstructed the story anew,
1865,vocabulary,TOPIK II,전반적흐름,overall flow,전반적흐름을 이해해야 합니다,We should understand the overall flow,시장의 전반적흐름이 변했어요,The overall market flow changed,
1866,vocabulary,TOPIK II,정서적안정,emotional stability,정서적안정이 중요합니다,Emotional stability is important,청소년의 정서적안정을 지원해야 해요,We should support teenagers' emotional stability,
1867,vocabulary,TOPIK II,조정과정,adjustment process,긴 조정과정을 거쳤습니다,We went through a long adjustment process,의견 조정과정이 쉽지 않았어요,The process of coordinating opinions was difficult,
1868,vocabulary,TOPIK II,중장기적관점,mid- to long-term perspective,중장기적관점이 필요합니다,A mid- to long-term perspective is necessary,기업들은 중장기적관점으로 투자하고 있어요,Companies invest from a mid- to long-term perspective,
1869,vocabulary,TOPIK II,지속가능발전,sustainable development,지속가능발전 전략이 중요합니다,Sustainable development strategies are important,도시의 지속가능발전을 고민하고 있어요,We are considering the city's sustainable development,
1870,vocabulary,TOPIK II,착안점,point of inspiration,흥미로운 착안점이었습니다,It was an interesting point of inspiration,자연에서 착안점을 얻었어요,We got inspiration from nature,
1871,vocabulary,TOPIK II,초점화하다,to focus,논의를 교육 문제에 초점화했습니다,We focused the discussion on educational issues,관심을 특정 분야에 초점화했어요,We focused attention on a specific field,
1872,vocabulary,TOPIK II,통념적,conventional/common,통념적인 사고를 벗어나야 합니다,We should move beyond conventional thinking,통념적인 시각으로는 이해하기 어려워요,It is difficult to understand from a conventional perspective,
1873,vocabulary,TOPIK II,파급되다,to spread/have ripple effects,영향이 사회 전체로 파급됐어요,The impact spread throughout society,정책 효과가 빠르게 파급되었습니다,The policy effects spread quickly,
1874,vocabulary,TOPIK II,편향성,bias,기사의 편향성이 문제로 지적됐어요,The article's bias was pointed out as a problem,편향성을 줄이기 위해 노력했습니다,We tried to reduce bias,
1875,vocabulary,TOPIK II,합리적판단,rational judgment,합리적판단이 중요합니다,Rational judgment is important,감정보다 합리적판단이 필요해요,Rational judgment is needed more than emotion,
1876,vocabulary,TOPIK II,현실인식,perception of reality,현실인식이 부족했습니다,There was a lack of perception of reality,정확한 현실인식이 필요해요,Accurate perception of reality is necessary,
1877,vocabulary,TOPIK II,협력체계,cooperation system,효율적인 협력체계가 구축됐어요,An efficient cooperation system was established,국가 간 협력체계가 강화되었습니다,The cooperation system between countries strengthened,
1878,vocabulary,TOPIK II,확장되다,to expand,서비스가 해외로 확장됐어요,The service expanded overseas,영향력이 점점 확장되고 있습니다,The influence is gradually expanding,
1879,vocabulary,TOPIK II,효율적운영,efficient operation,효율적운영이 필요합니다,Efficient operation is necessary,조직의 효율적운영을 고민하고 있어요,We are considering efficient operation of the organization,
1880,vocabulary,TOPIK II,희생양,scapegoat,특정 집단이 희생양이 됐어요,A certain group became the scapegoat,문제의 희생양을 찾으려고 했어요,They tried to find a scapegoat for the problem,
1881,vocabulary,TOPIK II,가부장적,patriarchal,가부장적인 문화가 남아 있습니다,Patriarchal culture still remains,가부장적인 사고방식을 비판했어요,We criticized patriarchal ways of thinking,
1882,vocabulary,TOPIK II,가시화되다,to become visible,문제가 점점 가시화되고 있습니다,The problem is becoming visible,갈등이 사회적으로 가시화됐어요,The conflict became socially visible,
1883,vocabulary,TOPIK II,간극,gap,세대 간 간극이 큽니다,The gap between generations is large,이상과 현실 사이에 간극이 있어요,There is a gap between ideals and reality,
1884,vocabulary,TOPIK II,감수성풍부하다,to be emotionally sensitive,감수성이 풍부한 사람입니다,He is emotionally sensitive,감수성이 풍부해서 예술을 좋아해요,I like art because I am emotionally sensitive,
1885,vocabulary,TOPIK II,개별화되다,to become individualized,교육 방식이 개별화되고 있습니다,Educational methods are becoming individualized,소비 패턴이 점점 개별화됐어요,Consumption patterns became increasingly individualized,
1886,vocabulary,TOPIK II,거시환경,macro environment,기업은 거시환경 변화를 분석해야 합니다,Companies should analyze changes in the macro environment,거시환경의 영향이 컸어요,The influence of the macro environment was large,
1887,vocabulary,TOPIK II,경직성,rigidity,조직의 경직성이 문제입니다,The rigidity of the organization is a problem,경직성을 줄일 필요가 있어요,There is a need to reduce rigidity,
1888,vocabulary,TOPIK II,고도화되다,to become advanced,기술이 빠르게 고도화되고 있습니다,Technology is becoming advanced rapidly,서비스가 고도화됐어요,The service became more advanced,
1889,vocabulary,TOPIK II,공론장,public sphere/forum,건강한 공론장이 필요합니다,A healthy public sphere is necessary,SNS가 새로운 공론장이 되었어요,Social media became a new public forum,
1890,vocabulary,TOPIK II,과잉의존,excessive dependence,스마트폰에 대한 과잉의존이 심각합니다,Excessive dependence on smartphones is serious,기술 과잉의존 현상이 나타났어요,A phenomenon of excessive dependence on technology appeared,
1891,vocabulary,TOPIK II,관찰대상,object of observation,흥미로운 관찰대상이 많았습니다,There were many interesting objects of observation,청소년이 주요 관찰대상이었어요,Teenagers were the main observation target,
1892,vocabulary,TOPIK II,구속되다,to be restricted/bound,기존 규칙에 구속되면 안 됩니다,We should not be bound by old rules,생각이 편견에 구속됐어요,The thinking was restricted by prejudice,
1893,vocabulary,TOPIK II,규범의식,norm consciousness,규범의식이 중요합니다,Norm consciousness is important,학생들의 규범의식이 약해졌어요,Students' awareness of norms weakened,
1894,vocabulary,TOPIK II,기득권,vested interests,기득권 문제가 논란이 됐어요,The issue of vested interests became controversial,기득권을 보호하려는 움직임이 있었어요,There was a movement to protect vested interests,
1895,vocabulary,TOPIK II,내재되다,to be inherent,위험 요소가 내재되어 있습니다,Risk factors are inherent,문제점이 구조 안에 내재돼 있어요,The problems are inherent within the structure,
1896,vocabulary,TOPIK II,논리구조화,logical structuring,논리구조화 능력이 필요합니다,Logical structuring ability is needed,글을 논리구조화해 보았어요,I organized the writing logically,
1897,vocabulary,TOPIK II,단면,aspect/side,사회 문제의 한 단면을 보여 줍니다,It shows one aspect of social issues,현실의 단면이 드러났어요,An aspect of reality was revealed,
1898,vocabulary,TOPIK II,대안제시,presentation of alternatives,현실적인 대안제시가 중요합니다,Presenting realistic alternatives is important,발표에서 여러 대안제시가 이루어졌어요,Several alternatives were presented during the presentation,
1899,vocabulary,TOPIK II,도입부,introduction section,도입부가 인상적이었습니다,The introduction section was impressive,글의 도입부를 수정했어요,I revised the introduction of the essay,
1900,vocabulary,TOPIK II,동조현상,bandwagon effect,온라인 동조현상이 심각합니다,The online bandwagon effect is serious,동조현상 때문에 갈등이 커졌어요,The conflict grew due to the bandwagon effect,
1901,vocabulary,TOPIK II,매체의존,media dependence,매체의존 현상이 심해지고 있습니다,Media dependence is becoming serious,매체의존을 줄일 필요가 있어요,There is a need to reduce media dependence,
1902,vocabulary,TOPIK II,모방하다,to imitate,젊은 세대가 유행을 쉽게 모방합니다,The younger generation easily imitates trends,성공 사례를 모방했어요,We imitated successful examples,
1903,vocabulary,TOPIK II,묵과하다,to overlook/ignore,문제를 묵과하면 안 됩니다,We should not ignore the problem,작은 실수를 묵과했어요,I overlooked a small mistake,
1904,vocabulary,TOPIK II,반복양상,repetitive pattern,비슷한 반복양상이 나타났어요,A similar repetitive pattern appeared,사회 문제의 반복양상을 분석했습니다,We analyzed repetitive patterns of social issues,
1905,vocabulary,TOPIK II,발상전환,change in thinking,발상전환이 필요합니다,A change in thinking is necessary,발상전환을 통해 해결책을 찾았어요,We found a solution through a change in perspective,
1906,vocabulary,TOPIK II,배타적,exclusive,배타적인 태도는 문제입니다,An exclusive attitude is a problem,사회가 점점 배타적으로 변하고 있어요,Society is becoming increasingly exclusive,
1907,vocabulary,TOPIK II,변별하다,to distinguish/discriminate,사실과 의견을 변별해야 합니다,We should distinguish facts from opinions,두 개념을 변별하기 어려웠어요,It was difficult to distinguish the two concepts,
1908,vocabulary,TOPIK II,보편원리,universal principle,보편원리를 바탕으로 판단해야 합니다,We should judge based on universal principles,자유는 중요한 보편원리입니다,Freedom is an important universal principle,
1909,vocabulary,TOPIK II,부각효과,highlighting effect,광고의 부각효과가 컸습니다,The highlighting effect of the advertisement was strong,색상이 부각효과를 높였어요,The colors increased the highlighting effect,
1910,vocabulary,TOPIK II,분석대상,object of analysis,청소년 문화가 주요 분석대상이었습니다,Youth culture was the main object of analysis,새로운 분석대상을 찾고 있어요,We are looking for a new object of analysis,
1911,vocabulary,TOPIK II,비관론,pessimism,경제 비관론이 확산되고 있습니다,Economic pessimism is spreading,비관론만으로는 해결할 수 없어요,We cannot solve it with pessimism alone,
1912,vocabulary,TOPIK II,사회인식,social awareness,사회인식이 변화하고 있습니다,Social awareness is changing,환경 문제에 대한 사회인식이 높아졌어요,Social awareness of environmental issues increased,
1913,vocabulary,TOPIK II,상징체계,symbol system,언어는 하나의 상징체계입니다,Language is a symbolic system,문화적 상징체계를 연구하고 있어요,We are studying cultural symbol systems,
1914,vocabulary,TOPIK II,설득전략,persuasion strategy,효과적인 설득전략이 필요합니다,An effective persuasion strategy is necessary,광고에 다양한 설득전략이 사용됐어요,Various persuasion strategies were used in the advertisement,
1915,vocabulary,TOPIK II,수용범위,range of acceptance,수용범위를 넓혀야 합니다,We should broaden the range of acceptance,정책의 수용범위가 제한적이었어요,The policy's acceptance range was limited,
1916,vocabulary,TOPIK II,심리상태,psychological state,불안한 심리상태를 보였습니다,They showed an unstable psychological state,심리상태를 분석했어요,We analyzed the psychological state,
1917,vocabulary,TOPIK II,암시되다,to be implied,변화의 필요성이 암시됐어요,The need for change was implied,작품 속 메시지가 암시되었습니다,The message in the work was implied,
1918,vocabulary,TOPIK II,양립하다,to coexist,전통과 현대가 양립하고 있습니다,Tradition and modernity coexist,두 가치가 양립하기 어렵습니다,The two values are difficult to reconcile,
1919,vocabulary,TOPIK II,연쇄반응,chain reaction,경제 위기가 연쇄반응을 일으켰어요,The economic crisis caused a chain reaction,작은 사건이 연쇄반응으로 이어졌습니다,A small incident led to a chain reaction,
1920,vocabulary,TOPIK II,왜곡보도,distorted reporting,distorted reporting became controversial,왜곡보도가 사회적 문제로 지적됐어요,Distorted reporting was pointed out as a social problem,언론의 왜곡보도를 비판했습니다,We criticized the media's distorted reporting
1921,vocabulary,TOPIK II,유사점,similarity,두 문화의 유사점을 발견했습니다,We found similarities between the two cultures,생각보다 유사점이 많았어요,There were more similarities than expected,
1922,vocabulary,TOPIK II,의도성,intentionality,그 행동의 의도성이 의심됐어요,The intentionality of the action was questioned,광고의 의도성을 분석했습니다,We analyzed the intentionality of the advertisement,
1923,vocabulary,TOPIK II,인지과정,cognitive process,인지과정을 연구하고 있습니다,We are studying cognitive processes,학습자의 인지과정을 분석했어요,We analyzed learners' cognitive processes,
1924,vocabulary,TOPIK II,재현되다,to be reproduced,사회 문제가 영화에서 재현됐어요,Social issues were reproduced in the movie,역사가 작품 속에서 재현되었습니다,History was reproduced in the work,
1925,vocabulary,TOPIK II,전개양상,development pattern,논의의 전개양상이 흥미로웠어요,The development pattern of the discussion was interesting,사건의 전개양상을 분석했습니다,We analyzed the development pattern of the event,
1926,vocabulary,TOPIK II,정서반응,emotional reaction,강한 정서반응을 보였습니다,They showed a strong emotional reaction,관객들의 정서반응이 뜨거웠어요,The audience's emotional reactions were enthusiastic,
1927,vocabulary,TOPIK II,조정능력,coordination ability,조정능력이 뛰어난 리더입니다,He is a leader with excellent coordination ability,조정능력을 키울 필요가 있어요,There is a need to improve coordination skills,
1928,vocabulary,TOPIK II,중재역할,mediating role,정부가 중재역할을 했습니다,The government played a mediating role,언론의 중재역할이 중요해요,The mediating role of the media is important,
1929,vocabulary,TOPIK II,지배구조,governance structure,기업의 지배구조를 개편했습니다,We reorganized the company's governance structure,지배구조 문제가 논란이 됐어요,The governance structure issue became controversial,
1930,vocabulary,TOPIK II,파급력,influence/ripple power,SNS의 파급력이 매우 큽니다,The influence of social media is very large,그 사건의 파급력이 예상보다 컸어요,The ripple effect of the incident was greater than expected,
1931,vocabulary,TOPIK II,가치충돌,value conflict,세대 간 가치충돌이 심해지고 있습니다,Value conflicts between generations are worsening,가치충돌 때문에 갈등이 생겼어요,Conflict arose because of value clashes,
1932,vocabulary,TOPIK II,간접화법,indirect speech,한국어에서는 간접화법이 자주 사용됩니다,Indirect speech is often used in Korean,간접화법 표현을 연습했어요,I practiced indirect speech expressions,
1933,vocabulary,TOPIK II,감정소모,emotional exhaustion,과도한 감정소모를 느꼈어요,I felt excessive emotional exhaustion,인간관계에서 감정소모가 큽니다,Relationships cause a lot of emotional exhaustion,
1934,vocabulary,TOPIK II,개방사회,open society,개방사회의 장점이 많습니다,There are many advantages of an open society,세계는 점점 개방사회로 변하고 있어요,The world is gradually becoming a more open society,
1935,vocabulary,TOPIK II,거품현상,bubble phenomenon,부동산 거품현상이 심각합니다,The real estate bubble phenomenon is serious,경제 거품현상이 우려되고 있어요,Economic bubble phenomena are causing concern,
1936,vocabulary,TOPIK II,경쟁심리,competitive mentality,과도한 경쟁심리가 문제입니다,Excessive competitive mentality is a problem,학생들의 경쟁심리가 강해졌어요,Students' competitive mentality became stronger,
1937,vocabulary,TOPIK II,고정관념화,stereotyping,특정 집단에 대한 고정관념화가 심합니다,Stereotyping of certain groups is severe,미디어가 고정관념화를 강화했어요,The media reinforced stereotyping,
1938,vocabulary,TOPIK II,공감형성,building empathy,공감형성이 중요합니다,Building empathy is important,대화를 통해 공감형성이 이루어졌어요,Empathy was built through conversation,
1939,vocabulary,TOPIK II,과도기,transitional period,사회가 과도기에 놓여 있습니다,Society is in a transitional period,기술 변화의 과도기를 겪고 있어요,We are going through a technological transition period,
1940,vocabulary,TOPIK II,관료주의,bureaucracy,관료주의 문제를 비판했습니다,We criticized bureaucracy problems,관료주의가 사회 발전을 막고 있어요,Bureaucracy is blocking social development,
1941,vocabulary,TOPIK II,구성요소,component,다양한 구성요소가 필요합니다,Various components are necessary,문화의 핵심 구성요소를 분석했어요,We analyzed the core components of culture,
1942,vocabulary,TOPIK II,규제강화,strengthening regulations,정부가 규제강화 정책을 발표했어요,The government announced a policy to strengthen regulations,환경 보호를 위해 규제강화가 필요합니다,Strengthening regulations is necessary for environmental protection,
1943,vocabulary,TOPIK II,기준치,standard value,기준치를 초과했습니다,It exceeded the standard value,새로운 기준치를 설정했어요,We set a new standard value,
1944,vocabulary,TOPIK II,내면심리,inner psychology,작품이 인간의 내면심리를 잘 보여 줍니다,The work shows human inner psychology well,내면심리를 분석했습니다,We analyzed inner psychology,
1945,vocabulary,TOPIK II,논리모순,logical contradiction,논리모순이 발견됐어요,A logical contradiction was discovered,그 주장은 논리모순을 가지고 있습니다,That argument contains logical contradictions,
1946,vocabulary,TOPIK II,단순화되다,to become simplified,문제가 지나치게 단순화됐어요,The issue became oversimplified,복잡한 현실이 단순화되었습니다,Complex reality was simplified,
1947,vocabulary,TOPIK II,대중매체,mass media,대중매체의 영향력이 큽니다,The influence of mass media is strong,대중매체를 통해 정보가 확산됐어요,Information spread through mass media,
1948,vocabulary,TOPIK II,도덕의식,moral consciousness,도덕의식이 중요합니다,Moral consciousness is important,청소년의 도덕의식이 약해졌어요,Teenagers' moral consciousness weakened,
